ID,person,changetype,conversion,prevyear,overallLabel,Long,Lat,MGRS,p1_date,p1,p2_date,p2,p3_date,p3,p4_date,p4,p5_date,p5,p6_date,p6,p7_date,p7,p8_date,p8,p9_date,p9,p10_date,p10,p11_date,p11,p12_date,p12,p13_date,p13,p14_date,p14,p15_date,p15,p16_date,p16,p17_date,p17,p18_date,p18,p19_date,p19,p20_date,p20,p21_date,p21,p22_date,p22,p23_date,p23,p24_date,p24,p25_date,p25,p26_date,p26,p27_date,p27,p28_date,p28,p29_date,p29,p30_date,p30,p31_date,p31,p32_date,p32,p33_date,p33,p34_date,p34,p35_date,p35,p36_date,p36,p37_date,p37,p38_date,p38,p39_date,p39,p40_date,p40,p41_date,p41,p42_date,p42,p43_date,p43,p44_date,p44,p45_date,p45,p46_date,p46,p47_date,p47,p48_date,p48,p49_date,p49,p50_date,p50,p51_date,p51,p52_date,p52,p53_date,p53,p54_date,p54,p55_date,p55,p56_date,p56,p57_date,p57,p58_date,p58,p59_date,p59,p60_date,p60,p61_date,p61,p62_date,p62,p63_date,p63,p64_date,p64,p65_date,p65,p66_date,p66,p67_date,p67,p68_date,p68,p69_date,p69,p70_date,p70,p71_date,p71,p72_date,p72,p73_date,p73
796166_12,team,Selective logging,no,false,VLmin,-97.9688211664509,30.2223637691374,14RNU,2024-01-04,noObs,2024-01-09,VGsub,NA,VGsub,2024-01-18,VGsub,NA,VGsub,2024-01-29,VGsub,2024-02-03,VGsub,NA,VGsub,2024-02-13,VGsub,2024-02-18,VGsub,NA,VGsub,2024-02-27,VGsub,2024-03-04,VGsub,NA,VGsub,NA,VGsub,2024-03-19,VGsub,2024-03-22,VGsub,2024-03-29,VGsub,2024-04-03,VGsub,2024-04-07,VGsub,2024-04-13,noChange,NA,noChange,2024-04-23,noChange,2024-04-28,noChange,NA,noChange,2024-05-08,noChange,NA,noChange,2024-05-18,noChange,2024-05-23,noChange,NA,noChange,2024-06-02,noChange,2024-06-07,noChange,2024-06-10,noChange,2024-06-17,noChange,2024-06-22,noChange,2024-06-26,noChange,2024-07-02,noChange,NA,noChange,2024-07-12,noChange,2024-07-17,noChange,2024-07-20,noChange,2024-07-27,noChange,2024-08-01,noChange,2024-08-05,noChange,2024-08-11,VLsub,2024-08-16,VLsub,2024-08-21,VLsub,2024-08-26,VLsub,2024-08-29,VLsub,NA,VLsub,2024-09-10,VLsub,2024-09-15,VLsub,2024-09-20,VLsub,NA,VLsub,2024-09-30,VLsub,2024-10-05,VLsub,2024-10-08,VLmin,2024-10-15,VLmin,2024-10-20,VLmin,2024-10-25,VLmin,2024-10-30,VLmin,2024-11-04,VLmin,2024-11-09,VLmin,2024-11-14,VLmin,2024-11-19,VLmin,2024-11-24,VLmin,NA,VLmin,2024-12-03,VLmin,2024-12-09,VLmin,NA,VLmin,2024-12-19,VLmin,NA,VLmin,2024-12-27,VLmin
796166_13,Theo,No Change,no,false,noChange,-98.0174572565966,30.1588497059279,14RNU,2024-01-04,noChange,2024-01-09,noChange,NA,noChange,2024-01-18,noChange,NA,noChange,2024-01-29,noChange,2024-02-03,noChange,NA,noChange,2024-02-13,noChange,2024-02-18,noChange,NA,noChange,2024-02-27,noChange,2024-03-04,noChange,2024-03-09,noChange,NA,noChange,2024-03-19,noChange,2024-03-22,noChange,2024-03-29,noChange,2024-04-03,noChange,2024-04-07,noChange,2024-04-13,noChange,NA,noChange,2024-04-23,noChange,2024-04-28,noChange,NA,noChange,2024-05-08,noChange,NA,noChange,2024-05-18,noChange,2024-05-23,noChange,NA,noChange,2024-06-02,noChange,2024-06-07,noChange,2024-06-10,noChange,2024-06-17,noChange,NA,noChange,2024-06-27,noChange,2024-07-02,noChange,NA,noChange,2024-07-12,noChange,2024-07-17,noChange,2024-07-20,noChange,2024-07-27,noChange,2024-08-01,noChange,2024-08-05,noChange,2024-08-11,noChange,2024-08-16,noChange,2024-08-21,noChange,2024-08-26,noChange,2024-08-29,noChange,2024-09-06,noChange,NA,noChange,2024-09-15,noChange,2024-09-20,noChange,NA,noChange,2024-09-30,noChange,2024-10-05,noChange,2024-10-08,noChange,2024-10-15,noChange,NA,noChange,2024-10-24,noChange,2024-10-30,noChange,2024-11-04,noChange,2024-11-09,noChange,2024-11-14,noChange,2024-11-19,noChange,2024-11-24,noChange,NA,noChange,2024-12-03,noChange,2024-12-09,noChange,NA,noChange,2024-12-19,noChange,NA,noChange,2024-12-27,noChange
796166_14,team,Natural browning and greening,no,false,VGsub,-98.0218636263586,30.2173561836821,14RNU,2024-01-04,VGsub,2024-01-09,VGsub,NA,VGsub,2024-01-18,VGsub,NA,VGsub,2024-01-29,VGsub,2024-02-03,VGsub,NA,VGsub,2024-02-13,VGsub,2024-02-18,VGsub,NA,VGsub,2024-02-27,VGsub,2024-03-04,VGsub,NA,VGsub,NA,VGsub,2024-03-19,VGsub,2024-03-22,VGsub,2024-03-29,VGsub,2024-04-03,VGsub,2024-04-07,VGsub,2024-04-13,noObs,NA,noObs,2024-04-23,noObs,2024-04-28,noObs,NA,noObs,2024-05-08,noObs,NA,noObs,2024-05-18,noChange,2024-05-23,noChange,NA,noChange,2024-06-02,noChange,2024-06-07,noChange,2024-06-10,noChange,2024-06-17,noChange,NA,noChange,2024-06-26,noChange,2024-07-02,noChange,NA,noChange,2024-07-12,noChange,2024-07-17,noChange,2024-07-20,noChange,2024-07-27,noChange,2024-08-01,noChange,2024-08-06,noChange,2024-08-11,noChange,2024-08-16,noChange,2024-08-21,noChange,2024-08-26,noChange,2024-08-29,noChange,NA,noChange,2024-09-10,noChange,2024-09-15,noChange,2024-09-20,noChange,NA,noChange,2024-09-30,noChange,2024-10-05,noChange,2024-10-08,noChange,2024-10-15,noChange,2024-10-20,noChange,2024-10-24,noChange,2024-10-30,noObs,2024-11-04,noObs,2024-11-09,noChange,2024-11-14,noChange,2024-11-19,noChange,2024-11-24,noChange,NA,noObs,2024-12-03,noObs,2024-12-09,noChange,NA,noChange,2024-12-19,noChange,NA,noChange,2024-12-27,noChange
796166_15,Theo,Built-up growth,human,true,VLmin,-98.0412752729974,30.1763514824651,14RNU,2024-01-04,VLmin,2024-01-09,VLmin,NA,VLmin,2024-01-18,VLmin,NA,VLmin,2024-01-29,VLmin,2024-02-03,VLmin,NA,VLmin,2024-02-13,VLmin,2024-02-18,VLmin,2024-02-23,VLmin,2024-02-27,VLmin,2024-03-04,VLmin,NA,VLmin,NA,VLmin,2024-03-19,VLmin,2024-03-22,VLmin,2024-03-29,VLmin,2024-04-03,VLmin,2024-04-07,VLmin,2024-04-13,VLmin,NA,VLmin,2024-04-23,VLmin,2024-04-28,VLmin,NA,VLmin,2024-05-08,VLmin,NA,VLmin,2024-05-18,VLmin,2024-05-23,VLmin,NA,VLmin,2024-06-02,VLmin,2024-06-07,VLmin,2024-06-10,VLmin,2024-06-17,VLmin,2024-06-22,VLmin,2024-06-26,noObs,2024-07-02,noChange,NA,noChange,2024-07-12,noChange,2024-07-17,noChange,2024-07-20,noChange,2024-07-27,noChange,2024-08-01,noChange,2024-08-05,noChange,2024-08-11,noChange,NA,noChange,2024-08-21,noChange,2024-08-26,noChange,2024-08-29,noChange,NA,noChange,2024-09-10,noChange,2024-09-15,noChange,2024-09-20,noChange,2024-09-25,noChange,2024-09-30,noChange,2024-10-05,noChange,2024-10-08,noChange,2024-10-15,noChange,NA,noChange,2024-10-24,noChange,2024-10-30,noChange,2024-11-04,noChange,2024-11-09,noChange,2024-11-14,noChange,2024-11-19,noChange,2024-11-24,noChange,NA,noChange,2024-12-03,noChange,2024-12-09,noChange,NA,noChange,2024-12-19,noChange,NA,noChange,2024-12-27,noChange
796166_16,team,Built-up growth,human,true,OCmaj,-97.9767676716695,30.2075371121969,14RNU,2024-01-04,noObs,2024-01-09,OCmaj,NA,OCmaj,2024-01-18,OCmaj,NA,OCmaj,2024-01-29,OCmaj,2024-02-03,OCmaj,NA,OCmaj,2024-02-13,OCmaj,2024-02-18,OCmaj,NA,OCmaj,2024-02-27,OCmaj,2024-03-04,OCmaj,NA,OCmaj,NA,OCmaj,2024-03-19,OCmaj,NA,OCmaj,2024-03-29,OCmaj,2024-04-03,OCmaj,2024-04-07,OCmaj,2024-04-13,OCmaj,NA,OCmaj,2024-04-23,OCmaj,2024-04-28,OCmaj,NA,OCmaj,2024-05-08,OCmaj,NA,OCmaj,2024-05-18,OCmaj,2024-05-23,OCmaj,NA,OCmaj,2024-06-02,OCmaj,2024-06-07,OCmaj,2024-06-10,OCmaj,2024-06-17,OCmaj,NA,OCmaj,2024-06-26,OCmaj,2024-07-02,OCmaj,NA,OCmaj,2024-07-12,OCmaj,2024-07-17,OCmaj,2024-07-20,OCmaj,2024-07-27,OCmaj,2024-08-01,OCmaj,2024-08-05,OCmaj,2024-08-11,OCmaj,NA,OCmaj,2024-08-21,OCmaj,2024-08-26,OCmaj,2024-08-29,OCmaj,NA,OCmaj,2024-09-10,OCmaj,2024-09-15,OCmaj,2024-09-20,OCmaj,NA,OCmaj,2024-09-30,OCmaj,2024-10-05,noChange,2024-10-08,noChange,2024-10-15,noChange,2024-10-20,noChange,2024-10-25,noChange,2024-10-30,noChange,2024-11-04,noChange,2024-11-09,noChange,2024-11-14,noChange,2024-11-19,noChange,2024-11-24,noChange,NA,noChange,2024-12-03,noChange,2024-12-09,noChange,NA,noChange,2024-12-19,noChange,NA,noChange,2024-12-29,noChange
796166_17,team,Natural greening,no,false,VGsub,-98.0342279251662,30.2280055604001,14RNU,2024-01-04,VGsub,2024-01-09,VGsub,NA,VGsub,2024-01-18,VGsub,NA,VGsub,2024-01-29,VGsub,2024-02-03,VGsub,NA,VGsub,2024-02-13,VGsub,2024-02-18,VGsub,NA,VGsub,2024-02-27,VGsub,2024-03-04,VGsub,NA,VGsub,NA,VGsub,2024-03-19,VGsub,2024-03-22,VGsub,2024-03-29,VGsub,2024-04-03,VGsub,2024-04-07,VGsub,2024-04-13,noObs,NA,noObs,2024-04-23,noObs,2024-04-28,noObs,NA,noObs,2024-05-08,noChange,NA,noChange,2024-05-18,noChange,2024-05-23,noChange,NA,noChange,2024-06-02,noChange,2024-06-07,noChange,2024-06-10,noChange,2024-06-17,noChange,2024-06-22,noChange,2024-06-26,noChange,2024-07-02,noChange,NA,noChange,2024-07-12,noChange,2024-07-17,noChange,2024-07-20,noChange,2024-07-27,noChange,2024-08-01,noChange,2024-08-05,noChange,2024-08-11,noChange,2024-08-16,noChange,2024-08-21,noChange,2024-08-26,noChange,2024-08-29,noChange,NA,noChange,2024-09-10,noChange,2024-09-15,noChange,2024-09-20,noChange,2024-09-25,noChange,2024-09-30,noChange,2024-10-05,noChange,2024-10-08,noChange,2024-10-15,noChange,2024-10-20,noChange,2024-10-25,noChange,2024-10-30,noChange,2024-11-04,noChange,2024-11-09,noChange,2024-11-14,noChange,2024-11-19,noChange,2024-11-24,noChange,NA,noChange,2024-12-03,noChange,2024-12-09,noChange,NA,noChange,2024-12-19,noChange,NA,noChange,2024-12-27,noChange
796166_18,Theo,No Change,no,false,noChange,-97.9473022285609,30.1940391604616,14RNU,2024-01-04,noChange,2024-01-09,noChange,NA,noChange,2024-01-18,noChange,NA,noChange,2024-01-29,noChange,2024-02-03,noChange,NA,noChange,2024-02-13,noChange,2024-02-18,noChange,NA,noChange,2024-02-27,noChange,2024-03-04,noChange,2024-03-09,noChange,NA,noChange,2024-03-19,noChange,2024-03-22,noChange,2024-03-29,noChange,2024-04-03,noChange,2024-04-07,noChange,2024-04-13,noChange,NA,noChange,2024-04-23,noChange,2024-04-28,noChange,NA,noChange,2024-05-08,noChange,NA,noChange,2024-05-18,noChange,2024-05-23,noChange,NA,noChange,2024-06-02,noChange,2024-06-07,noChange,2024-06-10,noChange,2024-06-17,noChange,2024-06-22,noChange,2024-06-26,noChange,2024-07-02,noChange,NA,noChange,2024-07-12,noChange,2024-07-17,noChange,2024-07-20,noChange,2024-07-27,noChange,2024-08-01,noChange,2024-08-05,noChange,2024-08-11,noChange,NA,noChange,2024-08-21,noChange,2024-08-26,noChange,2024-08-29,noChange,NA,noChange,2024-09-10,noChange,2024-09-15,noChange,2024-09-20,noChange,NA,noChange,2024-09-30,noChange,2024-10-05,noChange,2024-10-08,noChange,2024-10-15,noChange,NA,noChange,2024-10-25,noChange,2024-10-30,noChange,2024-11-04,noChange,2024-11-09,noChange,2024-11-14,noChange,2024-11-17,noChange,2024-11-24,noChange,NA,noChange,2024-12-03,noChange,2024-12-09,noChange,NA,noChange,2024-12-19,noChange,NA,noChange,2024-12-27,noChange
796166_19,team,Selective logging,human,false,VLsub,-98.0090629880844,30.1571623157021,14RNU,2024-01-04,noChange,2024-01-09,noChange,NA,noChange,2024-01-19,noChange,NA,noChange,2024-01-29,noChange,2024-02-03,noChange,NA,noChange,2024-02-13,noChange,2024-02-18,noChange,NA,noChange,2024-02-27,noChange,2024-03-04,noChange,NA,noChange,NA,noChange,2024-03-19,noChange,2024-03-22,noChange,2024-03-29,noChange,2024-04-03,noChange,2024-04-07,noChange,2024-04-13,noObs,NA,noObs,2024-04-23,noObs,2024-04-28,noObs,NA,noObs,2024-05-08,noObs,NA,noObs,2024-05-18,VLsub,2024-05-23,VLsub,NA,VLsub,2024-06-02,VLsub,2024-06-07,VLsub,2024-06-10,VLsub,2024-06-17,VLsub,NA,VLsub,2024-06-27,VLsub,2024-07-02,VLsub,NA,VLsub,2024-07-12,VLsub,2024-07-17,VLsub,2024-07-20,VLsub,2024-07-27,VLsub,2024-08-01,VLsub,2024-08-06,VLsub,2024-08-11,VLsub,2024-08-16,VLsub,2024-08-21,VLsub,2024-08-26,VLsub,2024-08-29,VLsub,2024-09-06,VLsub,NA,VLsub,2024-09-15,VLsub,2024-09-20,VLsub,NA,VLsub,2024-09-30,VLsub,2024-10-05,VLsub,2024-10-08,VLsub,2024-10-15,VLsub,NA,VLsub,2024-10-24,VLsub,2024-10-30,VLsub,2024-11-04,VLsub,2024-11-09,VLsub,2024-11-14,VLsub,2024-11-19,VLsub,2024-11-24,VLsub,NA,VLsub,2024-12-03,VLsub,2024-12-09,VLsub,NA,VLsub,2024-12-19,VLsub,NA,VLsub,2024-12-27,VLsub
796166_20,Theo,Selective logging,human,true,VLmaj,-97.9543519953203,30.1756874044946,14RNU,2024-01-04,VLmaj,2024-01-09,VLmaj,NA,VLmaj,2024-01-18,VLmaj,NA,VLmaj,2024-01-29,VLmaj,2024-02-03,VLmaj,NA,VLmaj,2024-02-13,VLmaj,2024-02-18,VLmaj,NA,VLmaj,2024-02-27,VLmaj,2024-03-04,VLmaj,2024-03-09,VLmaj,NA,VLmaj,2024-03-19,VLmaj,2024-03-22,VLmaj,2024-03-29,VLmaj,2024-04-03,VLmaj,2024-04-07,VLmaj,2024-04-13,VLmaj,NA,VLmaj,2024-04-23,VLmaj,2024-04-28,VLmaj,NA,noObs,2024-05-08,noObs,NA,noObs,2024-05-18,noObs,2024-05-23,noObs,NA,noObs,2024-06-02,noChange,2024-06-07,noChange,2024-06-10,noChange,2024-06-17,noChange,2024-06-22,noChange,2024-06-27,noChange,2024-07-02,noChange,NA,noChange,2024-07-12,noChange,2024-07-17,noChange,2024-07-20,noChange,2024-07-27,noChange,2024-08-01,noChange,2024-08-05,noChange,2024-08-11,noChange,NA,noChange,2024-08-21,noChange,2024-08-26,noChange,2024-08-29,noChange,NA,noChange,2024-09-10,noChange,2024-09-15,noChange,2024-09-20,noChange,NA,noChange,2024-09-30,noChange,2024-10-05,noChange,2024-10-08,noChange,2024-10-15,noChange,NA,noChange,2024-10-24,noChange,2024-10-30,noChange,2024-11-04,noChange,2024-11-09,noChange,2024-11-14,noChange,2024-11-17,noChange,2024-11-24,noChange,NA,noChange,2024-12-03,noChange,2024-12-09,noChange,NA,noChange,2024-12-19,noChange,NA,noChange,2024-12-27,noChange
815373_1,Sasha,Plantation clearing,no,false,VLmaj,-78.5324573259617,34.2103691306224,17SQT,2024-01-05,noChange,2024-01-10,noChange,NA,noChange,2024-01-20,noChange,NA,noChange,2024-01-28,noChange,2024-02-04,noChange,NA,noChange,2024-02-14,noChange,NA,noChange,2024-02-24,noChange,NA,noChange,NA,noChange,2024-03-08,noChange,2024-03-15,noChange,2024-03-20,noChange,2024-03-25,noChange,2024-03-30,noChange,NA,noChange,2024-04-09,noChange,2024-04-14,noChange,2024-04-19,noChange,2024-04-24,noChange,2024-04-29,VLmaj,2024-05-04,VLmaj,NA,VLmaj,2024-05-12,VLmaj,NA,VLmaj,2024-05-24,VLmaj,2024-05-29,VLmaj,NA,VLmaj,2024-06-08,VLmaj,2024-06-13,VLmaj,2024-06-18,VLmaj,2024-06-23,VLmaj,2024-06-28,VLmaj,2024-07-03,VLmaj,2024-07-08,VLmaj,NA,noObs,2024-07-18,noObs,2024-07-23,noObs,2024-07-28,VLmin,2024-08-02,VLmin,NA,VLmin,2024-08-12,VLmin,2024-08-17,VLmin,2024-08-22,VLmin,2024-08-27,VLmin,2024-09-01,VLmin,NA,VLmin,2024-09-11,VLmin,NA,VLmin,2024-09-21,VLmin,NA,VLmin,2024-10-01,VLmin,2024-10-06,VLmin,2024-10-11,VLmin,NA,VLmin,2024-10-19,VLmin,2024-10-26,VLmin,2024-10-31,VLmin,2024-11-05,VLmin,2024-11-10,VLmin,NA,VLmin,2024-11-18,VLmin,2024-11-25,VLmin,2024-11-30,VLmin,2024-12-05,VLmin,NA,VLmin,2024-12-13,VLmin,NA,VLmin,2024-12-23,VLmin,2024-12-28,VLmin
815373_2,team,Plantation clearing,no,true,VLmin,-78.4694848182825,34.2042170842743,17SQT,2024-01-05,noChange,2024-01-10,noChange,2024-01-15,noChange,2024-01-20,noChange,NA,noChange,2024-01-28,noChange,2024-02-04,noChange,NA,noChange,2024-02-14,noChange,NA,noChange,2024-02-24,noChange,NA,noChange,2024-03-05,noChange,2024-03-10,noChange,NA,noChange,2024-03-20,noChange,2024-03-25,noChange,2024-03-30,noChange,NA,noChange,2024-04-07,noChange,2024-04-14,noChange,2024-04-19,noChange,2024-04-24,noChange,NA,noChange,2024-05-04,noChange,NA,noChange,2024-05-12,noChange,NA,noChange,2024-05-24,noChange,2024-05-29,noChange,2024-06-03,noChange,2024-06-08,noChange,2024-06-13,noObs,2024-06-18,noObs,2024-06-23,noObs,2024-06-28,noObs,2024-07-03,noObs,2024-07-08,VLmin,NA,VLmin,2024-07-18,VLmin,2024-07-23,VLmin,2024-07-28,VLmin,2024-08-02,VLmin,NA,VLmin,2024-08-09,VLmin,2024-08-15,VLmin,2024-08-22,VLmin,2024-08-27,VLmin,2024-09-01,VLmin,NA,VLmin,2024-09-11,VLmin,NA,VLmin,2024-09-21,VLmin,NA,VLmin,2024-09-29,VLmin,2024-10-06,VLmin,2024-10-11,VLmin,NA,noObs,2024-10-21,noObs,2024-10-26,noObs,2024-10-31,noObs,2024-11-05,noObs,2024-11-10,noObs,NA,noObs,2024-11-18,noObs,2024-11-25,noObs,2024-11-30,noObs,2024-12-05,noObs,NA,noObs,2024-12-13,noObs,NA,noObs,2024-12-23,noObs,2024-12-28,noObs
815373_3,Sasha,Plantation clearing,no,true,VLmaj,-78.5530568872154,34.2072659761731,17SQT,2024-01-05,VLmaj,2024-01-10,VLmaj,2024-01-15,VLmaj,2024-01-20,VLmaj,NA,VLmaj,2024-01-28,VLmaj,2024-02-04,VLmaj,NA,VLmaj,2024-02-14,VLmaj,NA,VLmaj,2024-02-24,VLmaj,NA,VLmaj,2024-03-05,VLmaj,2024-03-10,VLmaj,2024-03-15,VLmaj,2024-03-20,VLmaj,2024-03-25,VLmaj,2024-03-30,VLmaj,NA,VLmaj,2024-04-07,VLmaj,2024-04-14,VLmaj,2024-04-19,VLmaj,2024-04-24,VLmaj,NA,VLmaj,2024-05-04,VLmaj,NA,VLmaj,2024-05-12,VLmaj,NA,VLmaj,2024-05-24,VLmaj,2024-05-29,VLmaj,2024-06-03,VLmaj,2024-06-08,VLmaj,2024-06-13,VLmaj,2024-06-18,VLmaj,2024-06-23,VLmaj,2024-06-28,VLmaj,2024-07-03,VLmaj,2024-07-08,VLmaj,NA,VLmaj,2024-07-18,VLmaj,2024-07-23,VLmaj,2024-07-28,VLmaj,2024-08-02,VLmaj,NA,VLmaj,2024-08-12,VLmaj,2024-08-17,VLmaj,2024-08-22,VLmaj,2024-08-27,VLmaj,2024-09-01,VLmaj,NA,noObs,2024-09-11,noObs,NA,noObs,2024-09-21,VLmin,NA,VLmin,2024-10-01,VLmin,2024-10-06,VLmin,2024-10-11,VLmaj,NA,VLmaj,2024-10-19,VLmaj,2024-10-26,VLmaj,2024-10-31,VLmaj,2024-11-05,VLmaj,2024-11-10,VLmaj,NA,VLmaj,2024-11-18,noObs,2024-11-25,noObs,2024-11-30,noChange,NA,noChange,2024-12-07,noChange,2024-12-13,noChange,NA,noChange,2024-12-23,noChange,2024-12-28,noChange
815373_4,Sasha,Plantation clearing,no,true,VLmin,-78.5442995980118,34.2173685833707,17SQT,2024-01-05,VLmin,2024-01-10,VLmin,2024-01-15,VLmin,2024-01-20,VLmin,NA,VLmin,2024-01-28,VLmin,2024-02-04,VLmin,NA,VLmin,2024-02-14,VLmin,NA,VLmin,2024-02-24,VLmin,NA,VLmin,2024-03-05,VLmin,2024-03-10,VLmin,NA,VLmin,2024-03-20,VLmin,2024-03-25,VLmin,2024-03-30,VLmin,NA,VLmin,2024-04-09,VLmin,2024-04-14,VLmin,2024-04-19,VLmin,2024-04-24,VLmin,2024-04-29,VLmin,2024-05-04,VLmin,NA,VLmin,2024-05-12,VLmin,NA,VLmin,2024-05-24,VLmin,2024-05-29,VLmin,2024-06-03,VLmin,2024-06-08,VLmin,2024-06-14,VLmin,2024-06-18,VLmin,2024-06-23,VLmin,NA,VLmin,2024-07-03,VLmin,2024-07-08,VLmin,NA,VLmin,2024-07-18,VLmin,2024-07-23,VLmin,2024-07-28,VLmin,2024-08-02,VLmin,NA,VLmin,2024-08-09,VLmin,2024-08-15,VLmin,2024-08-22,VLmin,2024-08-27,VLmin,NA,VLmin,2024-09-04,VLmin,2024-09-11,VLmin,NA,VLmin,2024-09-21,VLmin,NA,VLmin,2024-10-01,VLmin,2024-10-06,VLmin,2024-10-11,VLmin,NA,VLmin,2024-10-19,VLmin,2024-10-26,VLmin,2024-10-31,noObs,2024-11-05,noChange,2024-11-10,noChange,NA,noChange,2024-11-18,noChange,2024-11-25,noChange,2024-11-30,noChange,2024-12-05,noChange,NA,noChange,2024-12-13,noChange,NA,noChange,2024-12-23,noChange,2024-12-28,noChange
815373_5,Sasha,Plantation clearing,no,true,VLmaj,-78.4528610195567,34.2049546530146,17SQT,2024-01-05,VLmaj,2024-01-10,VLmaj,2024-01-15,VLmaj,2024-01-20,VLmaj,NA,VLmaj,2024-01-28,VLmaj,2024-02-04,VLmaj,NA,VLmaj,2024-02-14,VLmaj,2024-02-19,VLmaj,2024-02-24,VLmaj,NA,VLmaj,2024-03-05,VLmaj,2024-03-10,VLmaj,2024-03-15,VLmaj,2024-03-20,VLmaj,2024-03-25,VLmaj,2024-03-30,VLmaj,NA,VLmaj,2024-04-09,VLmaj,2024-04-14,VLmaj,2024-04-19,VLmaj,2024-04-24,VLmaj,2024-04-29,VLmaj,2024-05-04,VLmaj,2024-05-09,VLmaj,NA,VLmaj,NA,VLmaj,2024-05-24,VLmaj,2024-05-29,VLmaj,2024-06-03,VLmaj,2024-06-08,VLmaj,2024-06-13,VLmaj,2024-06-18,VLmaj,2024-06-23,VLmaj,2024-06-28,VLmaj,2024-07-03,VLmaj,2024-07-08,VLmaj,NA,VLmaj,2024-07-18,VLmaj,2024-07-24,VLmaj,2024-07-28,VLmaj,2024-08-02,VLmaj,NA,VLmaj,2024-08-12,VLmaj,2024-08-17,VLmaj,2024-08-22,VLmaj,2024-08-27,VLmaj,2024-09-01,VLmaj,NA,VLmin,2024-09-11,noChange,NA,noChange,2024-09-21,noChange,NA,noChange,2024-10-01,noChange,2024-10-06,noChange,2024-10-11,noChange,NA,noChange,2024-10-21,noChange,2024-10-26,noChange,2024-10-31,noChange,2024-11-05,noChange,2024-11-10,noChange,2024-11-15,noChange,2024-11-21,noChange,2024-11-25,noChange,2024-11-30,noChange,2024-12-05,noChange,2024-12-10,noChange,2024-12-15,noChange,NA,noChange,2024-12-23,noChange,2024-12-31,noChange
815373_6,Sasha,No Change,no,false,noChange,-78.4491596349521,34.2197529307769,17SQT,2024-01-05,noChange,2024-01-10,noChange,2024-01-15,noChange,2024-01-20,noChange,NA,noChange,2024-01-28,noChange,2024-02-04,noChange,NA,noChange,2024-02-14,noChange,NA,noChange,2024-02-24,noChange,NA,noChange,2024-03-05,noChange,2024-03-10,noChange,2024-03-15,noChange,2024-03-20,noChange,2024-03-25,noChange,2024-03-30,noChange,NA,noChange,2024-04-09,noChange,2024-04-14,noChange,2024-04-19,noChange,2024-04-24,noChange,2024-04-29,noChange,2024-05-04,noChange,2024-05-09,noChange,NA,noChange,NA,noChange,2024-05-24,noChange,2024-05-29,noChange,2024-06-03,noChange,2024-06-08,noChange,2024-06-13,noChange,2024-06-18,noChange,2024-06-23,noChange,2024-06-28,noChange,2024-07-03,noChange,2024-07-08,noChange,NA,noChange,2024-07-18,noChange,2024-07-23,noChange,2024-07-28,noChange,2024-08-02,noChange,NA,noChange,2024-08-12,noChange,2024-08-17,noChange,2024-08-22,noChange,2024-08-27,noChange,2024-09-01,noChange,NA,noChange,2024-09-11,noChange,NA,noChange,2024-09-21,noChange,NA,noChange,2024-10-01,noChange,2024-10-06,noChange,2024-10-11,noChange,NA,noChange,2024-10-21,noChange,2024-10-26,noChange,2024-10-31,noChange,2024-11-05,noChange,2024-11-10,noChange,2024-11-15,noChange,2024-11-21,noChange,2024-11-25,noChange,2024-11-30,noChange,NA,noChange,2024-12-10,noChange,2024-12-15,noChange,NA,noChange,2024-12-23,noChange,2024-12-31,noChange
815373_7,team,Selective logging,no,true,VLmin,-78.5461696080351,34.2090215787295,17SQT,2024-01-05,VLsub,2024-01-10,VLsub,2024-01-15,VLsub,2024-01-20,VLmin,NA,VLmin,2024-01-28,VLmin,2024-02-04,VLmin,NA,VLmin,2024-02-14,VLmin,NA,VLmin,2024-02-24,VLmin,NA,VLmin,2024-03-05,VLmin,2024-03-10,VLmin,NA,VLmin,2024-03-20,VLmin,2024-03-25,VLmin,2024-03-30,VLmin,NA,VLmin,2024-04-07,VLmin,2024-04-14,VLmin,2024-04-19,VLmin,2024-04-24,VLmin,NA,VLmin,2024-05-02,VLmin,NA,VLmin,2024-05-12,VLmin,NA,VLmin,2024-05-24,VLmin,2024-05-29,VLmin,2024-06-03,VLmin,2024-06-08,VLmin,2024-06-13,VLmin,2024-06-18,VLmin,2024-06-23,VLmin,2024-06-28,VLmin,2024-07-03,VLmin,2024-07-08,VLmin,NA,noObs,2024-07-18,noObs,2024-07-23,noChange,2024-07-28,noChange,2024-08-02,noChange,NA,noChange,2024-08-12,noChange,2024-08-17,noChange,2024-08-22,noChange,2024-08-27,noChange,2024-09-01,noChange,NA,noChange,2024-09-11,noChange,NA,noChange,2024-09-21,noChange,NA,noChange,2024-10-01,noChange,2024-10-06,noChange,2024-10-11,noChange,NA,noChange,2024-10-19,noChange,2024-10-26,VLsub,2024-10-31,VLsub,2024-11-05,VLsub,2024-11-10,VLsub,NA,VLsub,2024-11-18,VLsub,2024-11-25,VLsub,2024-11-30,VLsub,NA,VLsub,2024-12-07,VLsub,2024-12-13,noChange,NA,noChange,2024-12-23,noChange,2024-12-28,noChange
